Original ID,Question Text,Answer,Notes/Comment,identifier
79.3,How does your company handle: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,Our security team regularly audits and enforces these standards.,,67cd1a75-61b1-49e4-a1a7-d9a5cb08b786
49.4,In what ways do you address: do you install and maintain a firewall configuration to protect cardholder data?,We follow industry best practices and guidelines.,,50b29d77-6681-40b1-bdd3-45343820a71c
71.4,Please explain your process regarding: what information do you have about the service provider organization?,We have strict policies in place to ensure compliance.,,491bf577-6256-49d1-b1b6-d60e874b08ea
49.8,How does your company handle: does the organization use one or more payment applications?,We have strict policies in place to ensure compliance.,,4124c643-75f2-4882-81fb-2e8ac8b57ae0
48.2,How does your company handle: do you protect all systems against malware and regularly update anti-virus software or programs?,We have strict policies in place to ensure compliance.,,b4d0cb49-b452-432a-8332-41934d6142c7
45.5,Please explain your process regarding: is there information available about the qualified security assessor (qsa) company?,Our security team regularly audits and enforces these standards.,,a2d4fd54-e139-4854-ae35-651f169bfb1a
78.4,Please explain your process regarding: do you regularly test security systems and processes?,Our security team regularly audits and enforces these standards.,,829156dd-dfc6-4823-987e-d0de5eee14a5
44.2,Can you provide details on: do you track and monitor all access to network resources and cardholder data?,We have strict policies in place to ensure compliance.,,089803dc-fe89-4e0c-b029-abe1c3e8800a
56.4,What are your policies concerning: do you protect stored cardholder data?,Our security team regularly audits and enforces these standards.,,ad71352b-438b-473c-ad34-81b97bd18708
73.7,"In what ways do you address: 
how does your business store, process, and transmit cardholder data, and in what capacity?",Our security team regularly audits and enforces these standards.,,916652d6-7e97-405c-bb8c-6bb2b983ef3f
69.6,"In what ways do you address: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",A dedicated team ensures continuous monitoring and adherence.,,9266ac83-93a9-46ee-a149-8db8af2425dc
77.5,"What are your policies concerning: do you encrypt the transmission of cardholder data across open, public networks?",We follow industry best practices and guidelines.,,d2c159dc-d279-4632-bc87-5834c699a06d
61,Please explain your process regarding: should vendor-supplied defaults for system passwords and other security parameters be avoided?,We have strict policies in place to ensure compliance.,,030287af-65a5-4310-8314-4d7018859d12
56.2,"Please explain your process regarding: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",We utilize automation and manual processes to comply with these requirements.,,f8bfe1bb-18bf-494a-afea-5e24a5dd93c7
79.9,Please explain your process regarding: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,714c3313-d13e-4883-ada0-7993d0c05561
56.6,What are your policies concerning: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,We follow industry best practices and guidelines.,,65863b33-c320-42f3-917e-732736995d5e
77.7,Can you provide details on: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,A dedicated team ensures continuous monitoring and adherence.,,a7710e34-be65-454c-95ad-7c150011958c
56.7,"What are your policies concerning: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",We utilize automation and manual processes to comply with these requirements.,,7c476de5-3826-48e4-9041-5101a7c921c2
77.8,What are your policies concerning: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,Our security team regularly audits and enforces these standards.,,fb3f4cdf-677c-4704-b62f-0845ff9e64ae
52.7,"Can you provide details on: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",Our security team regularly audits and enforces these standards.,,746ce9c5-e628-44db-9ede-03c464676f1e
64.2,"What are your policies concerning: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We follow industry best practices and guidelines.,,394d3621-07e6-488e-b2a3-108fe6947584
48,"Can you provide details on: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We have strict policies in place to ensure compliance.,,a8450939-f2a1-410e-893a-59a8ad8ff6b2
65,Can you provide details on: do you maintain a policy that addresses information security for all personnel?,A dedicated team ensures continuous monitoring and adherence.,,2e3f3d8f-bfc6-4403-be1f-eaa303cb8e37
49.8,How does your company handle: do you restrict access to cardholder data by business need to know?,Our security team regularly audits and enforces these standards.,,64fbc87c-6b86-417e-b763-ff430e2a650a
73.9,In what ways do you address: do you identify and authenticate access to system components?,We utilize automation and manual processes to comply with these requirements.,,8327fe6f-bf46-4959-bc76-64d883c42ffc
52.6,Can you provide details on: do you restrict physical access to cardholders data?,We utilize automation and manual processes to comply with these requirements.,,164338c4-190d-4e75-8bc9-a153fdecee13
62,Please explain your process regarding: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,We utilize automation and manual processes to comply with these requirements.,,b67b4644-64d5-4bbd-89a0-6b25e68819c1
68.2,Can you provide details on: do you install and maintain a firewall configuration to protect cardholder data?,We have strict policies in place to ensure compliance.,,f540110a-b004-4fe2-8065-5daed3aec9ec
65,In what ways do you address: what information do you have about the service provider organization?,Our security team regularly audits and enforces these standards.,,d589413a-265b-46de-81d8-2a6d56baaee3
53,Can you provide details on: does the organization use one or more payment applications?,We have strict policies in place to ensure compliance.,,e90990ad-5739-4b64-a5ab-8f461e2bd44c
42.7,How does your company handle: do you protect all systems against malware and regularly update anti-virus software or programs?,A dedicated team ensures continuous monitoring and adherence.,,84742f4a-d2b6-4dc6-ae72-dd14ac32ec85
51.6,What are your policies concerning: is there information available about the qualified security assessor (qsa) company?,We follow industry best practices and guidelines.,,8f3f7732-92c6-4ca7-9082-39951a057f37
53.9,Please explain your process regarding: do you regularly test security systems and processes?,We follow industry best practices and guidelines.,,bc155c1b-e13b-4f61-9b82-4e5d49f8d384
43,What are your policies concerning: do you track and monitor all access to network resources and cardholder data?,We have strict policies in place to ensure compliance.,,1f4c973d-d1e2-41be-ac2a-6081cfd314fd
65.5,How does your company handle: do you protect stored cardholder data?,A dedicated team ensures continuous monitoring and adherence.,,9306efef-4393-4bb1-8275-0ede553de2ac
49.2,"Can you provide details on: 
how does your business store, process, and transmit cardholder data, and in what capacity?",We utilize automation and manual processes to comply with these requirements.,,025e6ca1-7233-417a-8f37-de10c46f81ff
49.9,"Can you provide details on: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",We have strict policies in place to ensure compliance.,,eb0e82e0-26d8-4fca-b864-86dcba7cd4df
57.6,"In what ways do you address: do you encrypt the transmission of cardholder data across open, public networks?",We follow industry best practices and guidelines.,,b85e5b98-09b9-4c52-8c10-5370787898e7
54.2,Please explain your process regarding: should vendor-supplied defaults for system passwords and other security parameters be avoided?,We have strict policies in place to ensure compliance.,,6f948464-0f60-4da1-a914-2ccc0e631c09
75.7,"How does your company handle: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",We follow industry best practices and guidelines.,,65a5a5e7-9327-443c-a5e8-be2b8680182f
49.6,In what ways do you address: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,284b752f-4367-497f-be37-b4e0d17a7a7b
58.9,What are your policies concerning: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,4dc1fd4a-917b-48a0-9977-5558667ff927
50.6,In what ways do you address: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,A dedicated team ensures continuous monitoring and adherence.,,5b9973ed-efe7-4871-a497-6f00f1fad03a
66.1,"Please explain your process regarding: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",Our security team regularly audits and enforces these standards.,,dc6b94a3-8109-4359-b13d-bbe10e62c98a
58,How does your company handle: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,We utilize automation and manual processes to comply with these requirements.,,7b31b9c4-7308-4157-bbe2-3396870f4d72
58.6,"In what ways do you address: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",A dedicated team ensures continuous monitoring and adherence.,,57416420-5a0b-448c-b813-e0c73ce2cef6
68.8,"What are your policies concerning: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",A dedicated team ensures continuous monitoring and adherence.,,f09a6989-ddb5-4a6b-8e42-2c630cfd22c1
65.5,"Can you provide details on: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We utilize automation and manual processes to comply with these requirements.,,fc27dd82-37d4-4f6d-8a63-b71fcf5db67c
45.6,How does your company handle: do you maintain a policy that addresses information security for all personnel?,Our security team regularly audits and enforces these standards.,,36a2623c-1a44-4391-9c3f-025e64d1cc63
66.4,Can you provide details on: do you restrict access to cardholder data by business need to know?,We utilize automation and manual processes to comply with these requirements.,,b102c2cb-f2d3-40ea-8ab1-099878a6c5f8
74.1,Please explain your process regarding: do you identify and authenticate access to system components?,We follow industry best practices and guidelines.,,03278b1a-93ce-4954-b59c-279ab9ff3809
64.2,How does your company handle: do you restrict physical access to cardholders data?,We have strict policies in place to ensure compliance.,,291f1a9e-aa2d-471f-879a-c34f1dd9867c
58,How does your company handle: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,Our security team regularly audits and enforces these standards.,,da93fb4a-dd43-4934-be38-0f39677d128e
42.2,How does your company handle: do you install and maintain a firewall configuration to protect cardholder data?,We utilize automation and manual processes to comply with these requirements.,,a96b2d15-5135-4b0d-9ac2-9688c12ba0a0
58.7,Can you provide details on: what information do you have about the service provider organization?,We utilize automation and manual processes to comply with these requirements.,,1d0f9ed7-02d7-429f-8127-8d1029534526
68.6,In what ways do you address: does the organization use one or more payment applications?,Our security team regularly audits and enforces these standards.,,0ec5b5f6-5100-484c-9d2b-ef942c318e04
44,How does your company handle: do you protect all systems against malware and regularly update anti-virus software or programs?,We have strict policies in place to ensure compliance.,,5604b788-454b-4d12-9ce2-fc6a781e7ebf
50.8,What are your policies concerning: is there information available about the qualified security assessor (qsa) company?,A dedicated team ensures continuous monitoring and adherence.,,0222ce29-b6a8-4662-ac56-d765471d2609
66.9,How does your company handle: do you regularly test security systems and processes?,A dedicated team ensures continuous monitoring and adherence.,,481ed2f1-b0aa-4046-9bb1-d5a54962ece6
75.6,Can you provide details on: do you track and monitor all access to network resources and cardholder data?,A dedicated team ensures continuous monitoring and adherence.,,c4a515db-bda9-4f61-9cbe-2f83b13dad07
45.8,Can you provide details on: do you protect stored cardholder data?,We utilize automation and manual processes to comply with these requirements.,,9d8f0025-d85b-444d-8eec-41aba9831050
58.7,"In what ways do you address: 
how does your business store, process, and transmit cardholder data, and in what capacity?",We utilize automation and manual processes to comply with these requirements.,,16b5d992-e65b-4fcc-8905-0de75a4d2879
56,"What are your policies concerning: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",Our security team regularly audits and enforces these standards.,,c2a27595-6f95-4008-8aeb-a63a75d2cb79
79.1,"Can you provide details on: do you encrypt the transmission of cardholder data across open, public networks?",We utilize automation and manual processes to comply with these requirements.,,3b027b09-5882-421a-955a-1aa32813ff22
50.2,Please explain your process regarding: should vendor-supplied defaults for system passwords and other security parameters be avoided?,We follow industry best practices and guidelines.,,25905059-e63d-4026-894e-e3f8851cb0a4
50.9,"Please explain your process regarding: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",Our security team regularly audits and enforces these standards.,,239d7f36-91d4-4d18-9604-0bb7d993ea3f
70.3,What are your policies concerning: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,3a381feb-769a-40da-a67a-76cd18543ae1
55,How does your company handle: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,Our security team regularly audits and enforces these standards.,,e746222d-7151-4f3a-a3d6-33a3140ad6b0
53,Please explain your process regarding: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,We have strict policies in place to ensure compliance.,,f06ed4b3-ce0c-417c-9a6c-c35c8508cf24
70.6,"Please explain your process regarding: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",Our security team regularly audits and enforces these standards.,,0c4df26c-dbf6-478d-8673-04ad5319a442
46.4,What are your policies concerning: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,We have strict policies in place to ensure compliance.,,ab55e2d6-841d-4a3c-8cf5-f9d43eb27bca
63.2,"Please explain your process regarding: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",We utilize automation and manual processes to comply with these requirements.,,1920417c-847d-47e1-a78e-31965433e93f
45.8,"Can you provide details on: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We have strict policies in place to ensure compliance.,,33542b5c-02db-473f-8127-35397a9980cf
71,"Can you provide details on: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",Our security team regularly audits and enforces these standards.,,d62ba14d-e5dc-4703-80b0-900032bfe295
57.4,How does your company handle: do you maintain a policy that addresses information security for all personnel?,We have strict policies in place to ensure compliance.,,8fd550ae-ed5b-4eac-9e81-8e9b8a64ffe3
47.2,Please explain your process regarding: do you restrict access to cardholder data by business need to know?,Our security team regularly audits and enforces these standards.,,6c1bbbb4-0227-45ff-8472-f122cde1c86d
63.7,In what ways do you address: do you identify and authenticate access to system components?,A dedicated team ensures continuous monitoring and adherence.,,5ed0de2f-8221-4ad9-86a7-04bcc81af456
59.9,How does your company handle: do you restrict physical access to cardholders data?,Our security team regularly audits and enforces these standards.,,042d11d2-f692-48e0-9544-8fd6d432b00a
44,Please explain your process regarding: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,Our security team regularly audits and enforces these standards.,,5e10e2e6-a7df-4206-8855-f8ac7e38009a
58.5,How does your company handle: do you install and maintain a firewall configuration to protect cardholder data?,We follow industry best practices and guidelines.,,c3eb6835-2335-41eb-8cc0-f9482366a469
63.4,What are your policies concerning: what information do you have about the service provider organization?,We utilize automation and manual processes to comply with these requirements.,,4c8d5013-52ea-4e89-9c8f-16922ac5b5fc
53.5,In what ways do you address: does the organization use one or more payment applications?,A dedicated team ensures continuous monitoring and adherence.,,3c658e4f-5682-45fc-ac04-968532915877
74.1,How does your company handle: do you protect all systems against malware and regularly update anti-virus software or programs?,A dedicated team ensures continuous monitoring and adherence.,,c55b1a48-bf4b-4a69-bb28-1b0916e7f1b7
64.3,What are your policies concerning: is there information available about the qualified security assessor (qsa) company?,We have strict policies in place to ensure compliance.,,386b513c-3e37-4d18-bae6-ae4f245cad11
55,In what ways do you address: do you regularly test security systems and processes?,We have strict policies in place to ensure compliance.,,c3a5693e-2f03-4650-8430-8ad9cfae35fc
53.7,How does your company handle: do you track and monitor all access to network resources and cardholder data?,Our security team regularly audits and enforces these standards.,,d60d9e6d-62f0-4db2-b1b1-c88375101950
56.1,What are your policies concerning: do you protect stored cardholder data?,A dedicated team ensures continuous monitoring and adherence.,,328287c2-ea1a-4ba5-b8d1-fdd5d43808d1
47,"In what ways do you address: 
how does your business store, process, and transmit cardholder data, and in what capacity?",Our security team regularly audits and enforces these standards.,,32017b14-b915-4f26-8e70-b9e6acf12073
62.7,"What are your policies concerning: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",A dedicated team ensures continuous monitoring and adherence.,,ed5c5106-32be-421c-9b1c-cd4d445989d5
59.1,"Can you provide details on: do you encrypt the transmission of cardholder data across open, public networks?",We utilize automation and manual processes to comply with these requirements.,,9bb09fbb-25a7-4448-9c7c-cf5c8e7a44f3
78.7,Please explain your process regarding: should vendor-supplied defaults for system passwords and other security parameters be avoided?,We have strict policies in place to ensure compliance.,,7f7822e4-5da2-46cf-a67a-ed404edcab32
46.2,"What are your policies concerning: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",We utilize automation and manual processes to comply with these requirements.,,691ae094-772b-4bd5-b380-fd4cab1cd558
48.9,Can you provide details on: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,A dedicated team ensures continuous monitoring and adherence.,,bc0974dc-5dcd-497c-9b12-85bc0abc8a73
71.3,How does your company handle: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,Our security team regularly audits and enforces these standards.,,af928896-5a51-4c28-86a9-a0161d7f418b
72.5,Please explain your process regarding: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,We have strict policies in place to ensure compliance.,,5342e4b5-e38a-4357-b245-ec33a4816681
56,"How does your company handle: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",We utilize automation and manual processes to comply with these requirements.,,c5ab7c31-5edf-4761-ba5a-415d011b85f7
48,What are your policies concerning: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,We follow industry best practices and guidelines.,,3c243b80-41d9-4e5a-84da-8e78e9cd8b54
51.6,"How does your company handle: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",We utilize automation and manual processes to comply with these requirements.,,3fe25098-6dd4-4fa1-9a65-2ed7fcf2a022
47.1,"What are your policies concerning: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We utilize automation and manual processes to comply with these requirements.,,bf187c20-0c4e-4d04-966b-d09e6b487b2f
46.4,"How does your company handle: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",A dedicated team ensures continuous monitoring and adherence.,,fb5ffead-8c95-4f2c-95d3-63e82bf5fa8c
58.9,Please explain your process regarding: do you maintain a policy that addresses information security for all personnel?,We utilize automation and manual processes to comply with these requirements.,,b11c1c00-c2ea-48c2-92b4-51b0b2748cc8
78.6,Can you provide details on: do you restrict access to cardholder data by business need to know?,Our security team regularly audits and enforces these standards.,,b6f1ec3e-33bc-406a-9da4-a91f66fcd4f6
53,Please explain your process regarding: do you identify and authenticate access to system components?,Our security team regularly audits and enforces these standards.,,e7c15b55-0a46-41be-bb51-cd0c02de5261
75.5,How does your company handle: do you restrict physical access to cardholders data?,We utilize automation and manual processes to comply with these requirements.,,742a71ba-07a8-4617-b9cd-af214625ba6e
79.9,Please explain your process regarding: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,A dedicated team ensures continuous monitoring and adherence.,,199a0af9-cdf2-47fb-a60a-226bd52f2675
52.6,What are your policies concerning: do you install and maintain a firewall configuration to protect cardholder data?,Our security team regularly audits and enforces these standards.,,aa23cdd5-fa07-4126-aba0-69fec95da8ac
46.4,What are your policies concerning: what information do you have about the service provider organization?,A dedicated team ensures continuous monitoring and adherence.,,17b40204-9453-4f39-9984-953a0dae85a0
44.3,Please explain your process regarding: does the organization use one or more payment applications?,We follow industry best practices and guidelines.,,b6da4243-891e-44c6-a6c7-ae042b05e717
60.3,Please explain your process regarding: do you protect all systems against malware and regularly update anti-virus software or programs?,Our security team regularly audits and enforces these standards.,,05c2cba3-cd42-42f7-8782-b2d3f0680407
64.1,What are your policies concerning: is there information available about the qualified security assessor (qsa) company?,We follow industry best practices and guidelines.,,e7ed1e00-db24-42bf-a491-7fc43e0ff451
57.7,In what ways do you address: do you regularly test security systems and processes?,We utilize automation and manual processes to comply with these requirements.,,a2bc7626-2aa7-475d-b11a-de252905e368
42,Please explain your process regarding: do you track and monitor all access to network resources and cardholder data?,Our security team regularly audits and enforces these standards.,,12516f0a-6382-400b-a1d8-404fbf7936a0
44.7,In what ways do you address: do you protect stored cardholder data?,We have strict policies in place to ensure compliance.,,579bf6cd-fdbc-445f-848a-258c9fe7845c
63.1,"Please explain your process regarding: 
how does your business store, process, and transmit cardholder data, and in what capacity?",We utilize automation and manual processes to comply with these requirements.,,3194383f-f0da-4992-9343-b751bd533fef
52.5,"What are your policies concerning: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",Our security team regularly audits and enforces these standards.,,4046cd45-1c52-47d2-a4c4-2b0a79054677
58.2,"Can you provide details on: do you encrypt the transmission of cardholder data across open, public networks?",A dedicated team ensures continuous monitoring and adherence.,,efa58e88-fc84-45f9-9df1-29947785fa4e
66.8,In what ways do you address: should vendor-supplied defaults for system passwords and other security parameters be avoided?,A dedicated team ensures continuous monitoring and adherence.,,b8d38cb0-4743-414d-bd34-860a6132074b
71.1,"Can you provide details on: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",Our security team regularly audits and enforces these standards.,,ddfd0f7a-d21f-43b7-86b4-e02976435809
47.9,Can you provide details on: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,df787b9e-ab83-4583-b67a-53012e675e38
44.8,How does your company handle: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,We have strict policies in place to ensure compliance.,,50ac6336-4a3a-45ff-aa62-df39dea5e840
71.1,Can you provide details on: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,Our security team regularly audits and enforces these standards.,,25fb9f23-c485-4209-9c74-37f2c42f76d8
48.5,"Can you provide details on: are there additional payment card industry data security standard (pci dss) requirements for entities using single sign-on (ssl) or early transport layer security (tls) for card-present point-of-sales (pos), point of interaction (poi) terminal connections?",We follow industry best practices and guidelines.,,72f187c4-fffe-4b08-91e1-25fd17a88063
45.6,In what ways do you address: does the organization have an established and documented set of principles for engineering secure systems throughout the secure development lifecycle?,We follow industry best practices and guidelines.,,bfce6d0f-2a4b-46eb-8c96-e8d224acd10a
76.6,"Can you provide details on: have you developed and implemented a program to execute the validation process that validates the information inputs? if yes, do you test the validation program to ensure it is functioning properly?
have you identified the types of errors that could occur in the validation system? if yes, do you test the system to ensure that the error messages are only revealed to the designated personnel or roles?",We follow industry best practices and guidelines.,,aef1e594-6c46-481a-8f05-e18497a0c692
55.9,"How does your company handle: does your company have a relationship with a qualified integrator and reseller (qir) for the purpose of the services being validated? if yes, can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We have strict policies in place to ensure compliance.,,77b42282-ac97-493b-b60a-81dff19a0849
76.7,"Please explain your process regarding: can you provide the name of the qualified integrator and reseller (qir) company, the qualified integrator and reseller (qir) individual name, and a description of the services provided by qualified integrator and reseller (qir)?",We follow industry best practices and guidelines.,,4bbae83b-7998-44f8-9284-d09443ff579e
71.7,In what ways do you address: do you maintain a policy that addresses information security for all personnel?,We utilize automation and manual processes to comply with these requirements.,,9fab1f5b-ca3d-4c81-b893-3f8733e58d95
46.6,Can you provide details on: do you restrict access to cardholder data by business need to know?,We follow industry best practices and guidelines.,,e7495aaa-0154-48c3-bb06-e0c75d1f4545
44.7,How does your company handle: do you identify and authenticate access to system components?,We have strict policies in place to ensure compliance.,,36d52faa-5097-4719-9f29-d0a0e94d70fc
71.2,Can you provide details on: do you restrict physical access to cardholders data?,A dedicated team ensures continuous monitoring and adherence.,,70cba188-d6c3-4c58-a584-fc7c96e6b769
78.6,Please explain your process regarding: does your business use network segmentation to affect the scope of your payment card industry data security standard (pci dss) environment?,A dedicated team ensures continuous monitoring and adherence.,,de6490f8-fb76-4475-a284-1f10f5d78b5b
70.1,In what ways do you address: do you install and maintain a firewall configuration to protect cardholder data?,Our security team regularly audits and enforces these standards.,,6366cc2b-1c17-4cbe-8178-b1cc41fcb1e9
74.8,How does your company handle: what information do you have about the service provider organization?,We have strict policies in place to ensure compliance.,,1ce92b4b-7e35-4456-92bc-1d6a97b20415
57.2,Please explain your process regarding: does the organization use one or more payment applications?,Our security team regularly audits and enforces these standards.,,4f75c340-3c4f-402b-8948-17dd1bda0de5
48.6,Please explain your process regarding: do you protect all systems against malware and regularly update anti-virus software or programs?,We utilize automation and manual processes to comply with these requirements.,,69a13063-c285-4ba2-bac3-cc4c3f8531dd
71,What are your policies concerning: is there information available about the qualified security assessor (qsa) company?,We follow industry best practices and guidelines.,,75c0e47d-65b3-40f0-9aa0-1b2bab6ea10e
72.8,What are your policies concerning: do you regularly test security systems and processes?,We have strict policies in place to ensure compliance.,,5d3a416c-6229-45a3-b8a6-616d7d65c9be
64.8,How does your company handle: do you track and monitor all access to network resources and cardholder data?,Our security team regularly audits and enforces these standards.,,f2bad217-6c2e-411b-b62f-5276e4bc8482
65.4,In what ways do you address: do you protect stored cardholder data?,We follow industry best practices and guidelines.,,c70bb5f2-4481-4b88-a5f1-4ed9a1db9ddb
62.6,"What are your policies concerning: 
how does your business store, process, and transmit cardholder data, and in what capacity?",We follow industry best practices and guidelines.,,88c3e2e1-8f66-4fad-a8b6-6bdb698f0c99
73.6,"How does your company handle: 
in what capacity is your business otherwise involved in or has the ability to impact the security of cardholder data?",Our security team regularly audits and enforces these standards.,,c27adeba-4b6c-41cf-82db-f146ab1b2730
62.9,"Can you provide details on: do you encrypt the transmission of cardholder data across open, public networks?",We utilize automation and manual processes to comply with these requirements.,,a5c50152-4101-4631-b9cc-c57a8851a721
66,Can you provide details on: should vendor-supplied defaults for system passwords and other security parameters be avoided?,We have strict policies in place to ensure compliance.,,accfa75f-7db2-4c64-9fed-bdba618edefd
48.3,"Can you provide details on: which types of facilities, such as retail outlets, corporate offices, data centers, call centers, and so on are included in the payment card industry data security standard (pci dss) review, and could you provide a summary of their locations?",Our security team regularly audits and enforces these standards.,,72f7eb7b-f75d-43be-a7e7-9b72c4a0e59e
74.1,How does your company handle: can you list services that were included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,8ad5a75d-4ac6-4549-b3b9-76eb937fe96e
55,In what ways do you address: can you list services that are provided by the service provider but were not included in the scope of the payment card industry data security standard (pci dss) assessment?,We utilize automation and manual processes to comply with these requirements.,,dd558cef-6cca-4550-8436-b506b90764f0
53.1,Please explain your process regarding: are there additional payment card industry data security standard (pci dss) requirements for shared hosting providers?,We follow industry best practices and guidelines.,,6010918c-b0e1-4d4f-9f67-f3ee037b8fe7
